Country,City,Area,Bedrooms,Bathrooms,Price
Saudi Arabia,Riyadh,165,1,1,215860.5
Saudi Arabia,Riyadh,119,4,4,146427.85
Saudi Arabia,Riyadh,91,4,1,702063.66
Saudi Arabia,Riyadh,89,3,2,636244.18
Saudi Arabia,Riyadh,139,4,1,203246.86
Saudi Arabia,Riyadh,116,4,4,218835.6
Saudi Arabia,Riyadh,201,3,1,699737.78
Saudi Arabia,Riyadh,254,1,2,1239972.69
Saudi Arabia,Riyadh,232,3,2,2207608.87
Saudi Arabia,Riyadh,104,4,1,236193.48
Saudi Arabia,Riyadh,89,3,3,239466.26
Saudi Arabia,Riyadh,90,1,3,72401.86
Saudi Arabia,Riyadh,201,2,4,640044.61
Saudi Arabia,Riyadh,91,4,1,208766.63
Saudi Arabia,Riyadh,133,4,1,361980.8
Saudi Arabia,Riyadh,220,4,3,1562561.49
Saudi Arabia,Riyadh,194,3,2,222721.11
Saudi Arabia,Riyadh,128,3,2,127369.74
Saudi Arabia,Riyadh,117,4,1,549870.5
Saudi Arabia,Riyadh,234,3,4,322762.07
Saudi Arabia,Riyadh,123,2,3,992354.02
Saudi Arabia,Riyadh,109,3,4,132407.52
Saudi Arabia,Riyadh,168,3,2,159606.24
Saudi Arabia,Riyadh,114,4,1,533870
Saudi Arabia,Riyadh,243,2,2,775167.39
Saudi Arabia,Riyadh,167,2,1,1479434.38
Saudi Arabia,Riyadh,92,4,1,97841.56
Saudi Arabia,Riyadh,254,2,4,2137221.33
Saudi Arabia,Riyadh,164,4,2,498861.69
Saudi Arabia,Riyadh,116,1,2,129953.98
Saudi Arabia,Riyadh,227,2,1,273327.77
Saudi Arabia,Riyadh,108,1,4,93251.89
Saudi Arabia,Riyadh,110,4,4,140140.88
Saudi Arabia,Riyadh,234,1,4,1028318.09
Saudi Arabia,Riyadh,162,1,1,495094.71
Saudi Arabia,Riyadh,224,3,1,506312.54
Saudi Arabia,Riyadh,280,3,3,884190.74
Saudi Arabia,Riyadh,255,3,1,912116.83
Saudi Arabia,Riyadh,136,4,4,1081452.37
Saudi Arabia,Riyadh,211,3,2,251888.77
Saudi Arabia,Riyadh,228,2,3,834710.67
Saudi Arabia,Riyadh,204,4,2,217014.64
Saudi Arabia,Riyadh,178,4,3,172582.24
Saudi Arabia,Riyadh,112,1,2,256179.17
Saudi Arabia,Riyadh,176,3,1,549725.76
Saudi Arabia,Riyadh,260,2,2,368887.87
Saudi Arabia,Riyadh,168,3,1,237965.23
Saudi Arabia,Riyadh,201,4,3,691735.89
Saudi Arabia,Riyadh,117,3,2,141780.46
Saudi Arabia,Riyadh,191,4,3,1901220.39
Saudi Arabia,Riyadh,194,3,3,745586.63
Saudi Arabia,Riyadh,276,3,4,2678301.79
Saudi Arabia,Riyadh,278,4,3,1387100.16
Saudi Arabia,Riyadh,161,4,2,143661.81
Saudi Arabia,Riyadh,166,1,3,626854.95
Saudi Arabia,Riyadh,176,3,3,677395.72
Saudi Arabia,Riyadh,183,1,2,264816.05
Saudi Arabia,Riyadh,279,4,1,2972897.84
Saudi Arabia,Riyadh,252,2,2,784103.96
Saudi Arabia,Riyadh,97,1,4,125656.21
Saudi Arabia,Riyadh,157,2,2,248061.47
Saudi Arabia,Riyadh,141,3,1,487151.67
Saudi Arabia,Riyadh,126,1,4,929021.59
Saudi Arabia,Riyadh,223,3,1,265739.72
Saudi Arabia,Riyadh,202,3,2,2335751.48
Saudi Arabia,Riyadh,228,4,4,626887.64
Saudi Arabia,Riyadh,223,4,4,183663.76
Saudi Arabia,Riyadh,270,1,4,2170909.46
Saudi Arabia,Riyadh,189,4,3,818921.67
Saudi Arabia,Riyadh,194,1,3,886874.42
Saudi Arabia,Riyadh,119,4,3,125076.97
Saudi Arabia,Riyadh,283,3,1,1404933.09
Saudi Arabia,Riyadh,92,3,3,94553.46
Saudi Arabia,Riyadh,164,2,2,596550.89
Saudi Arabia,Riyadh,146,3,3,542647.02
Saudi Arabia,Riyadh,125,4,4,144801.38
Saudi Arabia,Riyadh,235,1,3,2694973.3
Saudi Arabia,Riyadh,220,2,3,1070406.43
Saudi Arabia,Riyadh,259,1,4,1878175.75
Saudi Arabia,Riyadh,183,2,4,273012.4
Saudi Arabia,Riyadh,106,1,1,408167.44
Saudi Arabia,Riyadh,227,2,3,188464.5
Saudi Arabia,Riyadh,239,2,3,351356.76
Saudi Arabia,Riyadh,227,3,4,441596.47
Saudi Arabia,Riyadh,97,2,4,135268.67
Saudi Arabia,Riyadh,140,1,1,172784.23
Saudi Arabia,Riyadh,198,3,3,611266.34
Saudi Arabia,Riyadh,91,3,4,140057.12
Saudi Arabia,Riyadh,179,2,1,363592.95
Saudi Arabia,Riyadh,123,3,4,576251.49
Saudi Arabia,Riyadh,137,4,1,214028.48
Saudi Arabia,Riyadh,259,2,1,272763.62
Saudi Arabia,Riyadh,184,4,3,280689.44
Saudi Arabia,Riyadh,158,1,3,474209.65
Saudi Arabia,Riyadh,226,4,3,255740.83
Saudi Arabia,Riyadh,201,2,2,216651.12
Saudi Arabia,Riyadh,164,4,4,511414
Saudi Arabia,Riyadh,251,3,4,1145602.92
Saudi Arabia,Riyadh,259,1,1,934221.44
Saudi Arabia,Riyadh,277,3,1,2821753.2
Saudi Arabia,Riyadh,108,1,4,119884.52
Saudi Arabia,Riyadh,260,2,4,2775175.29
Saudi Arabia,Riyadh,195,1,4,706355.99
Saudi Arabia,Riyadh,102,4,3,475229.37
Saudi Arabia,Riyadh,127,1,1,446437.94
Saudi Arabia,Riyadh,98,1,2,923274.04
Saudi Arabia,Riyadh,194,3,2,721320.31
Saudi Arabia,Riyadh,170,2,4,1771183.05
Saudi Arabia,Riyadh,208,1,2,936236.42
Saudi Arabia,Riyadh,123,1,4,318387.61
Saudi Arabia,Riyadh,103,1,1,509951.51
Saudi Arabia,Riyadh,283,2,1,351597.55
Saudi Arabia,Riyadh,233,1,2,359339.77
Saudi Arabia,Riyadh,277,4,4,327155.22
Saudi Arabia,Riyadh,117,1,1,572863.68
Saudi Arabia,Riyadh,146,2,3,176980.43
Saudi Arabia,Riyadh,259,4,3,378446.76
Saudi Arabia,Riyadh,223,1,4,694401.72
Saudi Arabia,Riyadh,127,2,1,1491102.21
Saudi Arabia,Riyadh,235,4,2,2295982.35
Saudi Arabia,Riyadh,263,1,4,371638.57
Saudi Arabia,Riyadh,235,1,3,645449.22
Saudi Arabia,Riyadh,155,1,1,159292.31
Saudi Arabia,Riyadh,114,3,1,263017.61
Saudi Arabia,Riyadh,154,3,3,1483757.39
Saudi Arabia,Riyadh,140,3,2,499368.25
Saudi Arabia,Riyadh,184,3,1,1333690.86
Saudi Arabia,Riyadh,217,1,1,271351.07
Saudi Arabia,Riyadh,235,2,4,343955.43
Saudi Arabia,Riyadh,237,4,3,392351.51
Saudi Arabia,Riyadh,124,1,4,189876.65
Saudi Arabia,Riyadh,171,1,2,612179
Saudi Arabia,Riyadh,141,4,4,1188979.08
Saudi Arabia,Riyadh,221,1,2,178745.68
Saudi Arabia,Riyadh,272,1,1,228054.84
Saudi Arabia,Riyadh,233,4,4,2401134.58
Saudi Arabia,Riyadh,167,2,1,605276.33
Saudi Arabia,Riyadh,209,4,2,182281.21
Saudi Arabia,Riyadh,110,2,2,327918.69
Saudi Arabia,Riyadh,91,2,1,415550.77
Saudi Arabia,Riyadh,238,1,1,889421.45
Saudi Arabia,Riyadh,219,2,3,213740.55
Saudi Arabia,Riyadh,251,4,1,2658726.59
Saudi Arabia,Riyadh,216,1,3,734505.65
Saudi Arabia,Riyadh,224,3,3,304937.79
Saudi Arabia,Riyadh,124,1,4,410503.02
Saudi Arabia,Riyadh,119,2,2,336467.35
Saudi Arabia,Riyadh,281,4,4,463169.38
Saudi Arabia,Riyadh,99,3,1,128879.19
Saudi Arabia,Riyadh,266,2,4,2263264.96
Saudi Arabia,Riyadh,260,2,4,2555678.89
Saudi Arabia,Riyadh,194,1,1,251848.13
Saudi Arabia,Riyadh,149,2,4,440464.08
Saudi Arabia,Riyadh,181,1,4,828420.61
Saudi Arabia,Riyadh,161,1,3,386382.96
Saudi Arabia,Riyadh,132,3,3,185707.24
Saudi Arabia,Riyadh,123,3,1,300901.94
Saudi Arabia,Riyadh,193,3,4,213052.73
Saudi Arabia,Riyadh,146,2,2,1619620.26
Saudi Arabia,Riyadh,207,2,3,283980.4
Saudi Arabia,Riyadh,186,2,1,2124010.78
Saudi Arabia,Riyadh,283,2,3,377985.5
Saudi Arabia,Riyadh,130,2,4,164930.17
Saudi Arabia,Riyadh,226,4,2,254606.18
Saudi Arabia,Riyadh,124,2,2,480658.72
Saudi Arabia,Riyadh,147,4,3,555481.66
Saudi Arabia,Riyadh,238,2,1,1691487.86
Saudi Arabia,Riyadh,158,1,1,140361.17
Saudi Arabia,Riyadh,271,2,4,353783.68
Saudi Arabia,Riyadh,241,4,3,1066675.14
Saudi Arabia,Riyadh,245,2,2,335496.05
Saudi Arabia,Riyadh,226,2,3,2052091.18
Saudi Arabia,Riyadh,197,3,2,531136.69
Saudi Arabia,Riyadh,280,2,3,335707.67
Saudi Arabia,Riyadh,191,2,4,1452635.31
Saudi Arabia,Riyadh,102,2,2,104108.19
Saudi Arabia,Riyadh,229,2,2,415622.46
Saudi Arabia,Riyadh,183,1,4,274823.94
Saudi Arabia,Riyadh,235,3,2,2714440.11
Saudi Arabia,Riyadh,128,3,4,169223.48
Saudi Arabia,Riyadh,145,2,4,325015.92
Saudi Arabia,Riyadh,239,4,1,220098.82
Saudi Arabia,Riyadh,230,2,4,835359.08
Saudi Arabia,Riyadh,149,1,2,434669.26
Saudi Arabia,Riyadh,186,2,3,443979.57
Saudi Arabia,Riyadh,115,1,4,810600.61
Saudi Arabia,Riyadh,263,3,4,995014.06
Saudi Arabia,Riyadh,150,4,3,719418.08
Saudi Arabia,Riyadh,132,2,3,190927.9
Saudi Arabia,Riyadh,116,3,2,193210.82
Saudi Arabia,Riyadh,97,3,3,372605.64
Saudi Arabia,Riyadh,207,1,1,918934.86
Saudi Arabia,Riyadh,283,3,4,476815.86
Saudi Arabia,Riyadh,219,2,4,404040.97
Saudi Arabia,Riyadh,141,3,3,355522.08
Saudi Arabia,Riyadh,163,2,3,228137.36
Saudi Arabia,Riyadh,226,1,2,1086916.96
Saudi Arabia,Riyadh,127,4,4,289289.23
Saudi Arabia,Riyadh,138,2,3,427279.46
Saudi Arabia,Riyadh,240,3,2,2837469.68
Saudi Arabia,Riyadh,258,3,4,1210428.83
Saudi Arabia,Riyadh,170,1,2,227367.67
Saudi Arabia,Riyadh,258,1,4,1148647.06
Saudi Arabia,Riyadh,265,4,1,714573.33
Saudi Arabia,Riyadh,151,3,2,1738223.8
Saudi Arabia,Riyadh,224,1,3,691888.41
Saudi Arabia,Riyadh,133,1,3,965341.3
Saudi Arabia,Riyadh,241,4,4,578989.68
Saudi Arabia,Riyadh,124,3,1,279847.98
Saudi Arabia,Riyadh,208,4,1,383352.71
Saudi Arabia,Riyadh,217,1,2,547880.76
Saudi Arabia,Riyadh,146,3,2,1320976.02
Saudi Arabia,Riyadh,132,1,4,413344.95
Saudi Arabia,Riyadh,176,4,4,1454900.4
Saudi Arabia,Riyadh,276,3,3,328577.7
Saudi Arabia,Riyadh,217,2,2,831735.13
Saudi Arabia,Riyadh,129,1,3,440089.93
Saudi Arabia,Riyadh,202,3,3,847484.22
Saudi Arabia,Riyadh,98,1,2,439142.11
Saudi Arabia,Riyadh,207,2,2,2410311.75
Saudi Arabia,Riyadh,227,1,3,223078.8
Saudi Arabia,Riyadh,246,4,2,1061836.01
Saudi Arabia,Riyadh,264,4,1,373189.5
Saudi Arabia,Riyadh,198,3,2,374381.09
Saudi Arabia,Riyadh,223,3,1,754710
Saudi Arabia,Riyadh,158,3,4,506376.79
Saudi Arabia,Riyadh,267,1,2,1107321.3
Saudi Arabia,Riyadh,265,4,3,244231.92
Saudi Arabia,Riyadh,205,4,3,400615.23
Saudi Arabia,Riyadh,232,2,3,378486.31
Saudi Arabia,Riyadh,216,3,3,2237394.73
Saudi Arabia,Riyadh,277,4,2,947876.73
Saudi Arabia,Riyadh,106,1,4,401038.28
Saudi Arabia,Riyadh,125,3,3,315065.53
Saudi Arabia,Riyadh,224,3,4,609719.64
Saudi Arabia,Riyadh,194,3,1,156334.82
Saudi Arabia,Riyadh,193,1,1,1380797.04
Saudi Arabia,Riyadh,147,2,2,184440.21
Saudi Arabia,Riyadh,202,3,1,784642.04
Saudi Arabia,Riyadh,268,1,3,572903.83
Saudi Arabia,Riyadh,151,3,2,152075.13
Saudi Arabia,Riyadh,247,1,3,1992214.74
Saudi Arabia,Riyadh,164,1,1,733191.87
Saudi Arabia,Riyadh,98,4,1,763732.13
Saudi Arabia,Riyadh,115,2,4,402901.99
Saudi Arabia,Riyadh,266,1,2,2148317.13
Saudi Arabia,Riyadh,161,3,3,195461.77
Saudi Arabia,Riyadh,275,3,2,958696.51
Saudi Arabia,Riyadh,95,1,4,136051.51
Saudi Arabia,Riyadh,242,4,3,381135.44
Saudi Arabia,Riyadh,120,2,2,120502.24
Saudi Arabia,Riyadh,178,2,4,647986.32
Saudi Arabia,Riyadh,89,1,4,95649.61
Saudi Arabia,Riyadh,162,2,2,206597.63
Saudi Arabia,Riyadh,210,4,1,294617.51
Saudi Arabia,Riyadh,144,3,1,588906.33
Saudi Arabia,Riyadh,172,3,3,1849490.99
Saudi Arabia,Riyadh,281,3,1,2229270.18
Saudi Arabia,Riyadh,206,4,2,796688.74
Saudi Arabia,Riyadh,134,3,3,253068.83
Saudi Arabia,Riyadh,230,3,3,884111.36
Saudi Arabia,Riyadh,141,3,3,1387672.84
Saudi Arabia,Riyadh,251,2,2,487851.68
Saudi Arabia,Riyadh,138,3,4,1610201.69
Saudi Arabia,Riyadh,190,1,1,179342.14
Saudi Arabia,Riyadh,103,1,2,308648.76
Saudi Arabia,Riyadh,134,4,3,191173.93
Saudi Arabia,Riyadh,118,1,2,379717.66
Saudi Arabia,Riyadh,272,3,3,994369.48
Saudi Arabia,Riyadh,134,1,2,1449503.77
Saudi Arabia,Riyadh,176,3,3,1401270.68
Saudi Arabia,Riyadh,138,3,4,213256.02
Saudi Arabia,Riyadh,218,1,1,360697.03
Saudi Arabia,Riyadh,241,1,4,858481.9
Saudi Arabia,Riyadh,103,3,2,377007.31
Saudi Arabia,Riyadh,101,3,1,762334.44
Saudi Arabia,Riyadh,187,4,1,217349.93
Saudi Arabia,Riyadh,113,1,3,434292.78
Saudi Arabia,Riyadh,207,3,2,193544.63
Saudi Arabia,Riyadh,159,1,2,181836.88
Saudi Arabia,Riyadh,163,2,1,164632.73
Saudi Arabia,Riyadh,186,4,1,674962.65
Saudi Arabia,Riyadh,270,3,3,361275.38
Saudi Arabia,Riyadh,105,1,2,257444.86
Saudi Arabia,Riyadh,113,1,4,387662.87
Saudi Arabia,Riyadh,266,3,1,287600.88
Saudi Arabia,Riyadh,201,3,1,231434.9
Saudi Arabia,Riyadh,162,2,2,1553207.21
Saudi Arabia,Riyadh,258,1,1,2006960.02
Saudi Arabia,Riyadh,154,1,2,1736353.64
Saudi Arabia,Riyadh,259,3,2,930465.41
Saudi Arabia,Riyadh,196,4,1,1474603.78
Saudi Arabia,Riyadh,151,1,3,159419.93
Saudi Arabia,Riyadh,271,1,4,2070910.69
Saudi Arabia,Riyadh,277,2,1,1157619.92
Saudi Arabia,Riyadh,240,4,1,494965.54
Saudi Arabia,Riyadh,166,2,2,710736.18
Saudi Arabia,Riyadh,269,3,3,3019811.83
Saudi Arabia,Riyadh,111,1,4,386533.57
Saudi Arabia,Riyadh,156,2,4,1562159.12
Saudi Arabia,Riyadh,153,4,4,176776.82
Saudi Arabia,Riyadh,179,4,2,212294.19
Saudi Arabia,Riyadh,171,3,2,1960665.47
Saudi Arabia,Riyadh,254,4,3,207839.34
Saudi Arabia,Riyadh,240,3,4,1986741.34
Saudi Arabia,Riyadh,200,1,4,669981.75
Saudi Arabia,Riyadh,244,1,4,2608198.61
Saudi Arabia,Riyadh,158,4,1,1249420.24
Saudi Arabia,Riyadh,261,1,3,332419.45
Saudi Arabia,Riyadh,149,1,4,385815.53
Saudi Arabia,Riyadh,250,2,1,708619
Saudi Arabia,Riyadh,117,4,1,146010.12
Saudi Arabia,Riyadh,94,3,4,131008.26
Saudi Arabia,Riyadh,121,2,2,105632.62
Saudi Arabia,Riyadh,112,4,2,314000.63
Saudi Arabia,Riyadh,147,4,3,1667383.93
Saudi Arabia,Riyadh,124,3,2,402547.5
Saudi Arabia,Riyadh,121,3,1,418458.49
Saudi Arabia,Riyadh,112,1,2,161314.03
Saudi Arabia,Riyadh,233,4,4,405918.88
Saudi Arabia,Riyadh,137,2,1,346210.65
Saudi Arabia,Riyadh,252,3,2,590403.85
Saudi Arabia,Riyadh,145,3,2,675094.23
Saudi Arabia,Riyadh,279,2,2,457544.3
Saudi Arabia,Riyadh,118,2,3,127466.03
Saudi Arabia,Riyadh,264,4,1,707088.06
Saudi Arabia,Riyadh,132,3,4,974851.68
Saudi Arabia,Riyadh,130,1,4,610688.89
Saudi Arabia,Riyadh,284,3,2,1289866.6
Saudi Arabia,Riyadh,157,4,4,270576.32
Saudi Arabia,Riyadh,197,4,3,736893.27
Saudi Arabia,Riyadh,157,4,2,221710.47
Saudi Arabia,Riyadh,96,1,3,90403.2
Saudi Arabia,Riyadh,190,1,2,662833
Saudi Arabia,Riyadh,223,4,3,731645.48
Saudi Arabia,Riyadh,153,1,3,209802.66
Saudi Arabia,Riyadh,98,3,2,163334.48
Saudi Arabia,Riyadh,109,1,3,131599.53
Saudi Arabia,Riyadh,118,2,3,125541.24
Saudi Arabia,Riyadh,279,4,3,1080093.02
Saudi Arabia,Riyadh,245,2,2,496249.08
Saudi Arabia,Riyadh,98,4,1,383491.57
Saudi Arabia,Riyadh,255,3,4,425460.67
Saudi Arabia,Riyadh,260,4,1,967815.05
Saudi Arabia,Riyadh,201,4,4,719294.8
Saudi Arabia,Riyadh,132,1,3,500438.68
Saudi Arabia,Riyadh,230,4,3,2242690.14
Saudi Arabia,Riyadh,203,1,1,1904431.89
Saudi Arabia,Riyadh,276,1,3,1961632.25
Saudi Arabia,Riyadh,283,4,1,243068.18
Saudi Arabia,Riyadh,145,3,1,215597.55
Saudi Arabia,Riyadh,138,2,2,201572.06
Saudi Arabia,Riyadh,203,2,1,719918.97
Saudi Arabia,Riyadh,164,2,3,1517992.57
Saudi Arabia,Riyadh,281,4,2,942332.09
Saudi Arabia,Riyadh,102,3,2,152940.23
Saudi Arabia,Riyadh,172,4,2,1858263
Saudi Arabia,Riyadh,146,4,2,398917.31
Saudi Arabia,Riyadh,209,4,2,365650.46
Saudi Arabia,Riyadh,206,1,3,381753.53
Saudi Arabia,Riyadh,254,2,4,426928.98
Saudi Arabia,Riyadh,283,4,4,946137.61
Saudi Arabia,Riyadh,242,3,4,276714.89
Saudi Arabia,Riyadh,183,4,3,1713787.03
Saudi Arabia,Riyadh,195,3,3,838350.88
Saudi Arabia,Riyadh,266,2,3,1287373.39
Saudi Arabia,Riyadh,198,1,2,309188.44
Saudi Arabia,Riyadh,154,1,2,404042.81
Saudi Arabia,Riyadh,262,3,3,733064.91
Saudi Arabia,Riyadh,259,3,1,335956.17
Saudi Arabia,Riyadh,102,3,1,476908.92
Saudi Arabia,Riyadh,95,1,4,109506.43
Saudi Arabia,Riyadh,182,1,2,336457.23
Saudi Arabia,Riyadh,154,3,3,489095.83
Saudi Arabia,Riyadh,212,3,3,1022906
Saudi Arabia,Riyadh,209,4,3,517248.46
Saudi Arabia,Riyadh,158,2,2,572096.66
Saudi Arabia,Riyadh,217,3,3,2195893.41
Saudi Arabia,Riyadh,123,4,3,202174.95
Saudi Arabia,Riyadh,272,3,1,490496.2
Saudi Arabia,Riyadh,252,3,2,411395.9
Saudi Arabia,Riyadh,98,3,2,766701.53
Saudi Arabia,Riyadh,200,1,4,208776.64
Saudi Arabia,Riyadh,206,4,4,176296.46
Saudi Arabia,Riyadh,222,1,1,931794.67
Saudi Arabia,Riyadh,125,2,3,193445.97
Saudi Arabia,Riyadh,222,3,1,818246.25
Saudi Arabia,Riyadh,227,4,4,283851.69
Saudi Arabia,Riyadh,127,4,1,532449.29
Saudi Arabia,Riyadh,281,4,1,429739.47
Saudi Arabia,Riyadh,95,2,4,449553.42
Saudi Arabia,Riyadh,105,3,3,162137.53
Saudi Arabia,Riyadh,185,2,2,620764.22
Saudi Arabia,Riyadh,204,4,4,1498363.57
Saudi Arabia,Riyadh,271,4,3,301062.9
Saudi Arabia,Riyadh,270,2,2,338605.83
Saudi Arabia,Riyadh,191,3,3,199891.55
Saudi Arabia,Riyadh,256,2,1,1197321.23
Saudi Arabia,Riyadh,222,3,1,189867.85
Saudi Arabia,Riyadh,169,4,2,1319881.2
Saudi Arabia,Riyadh,111,4,1,123110.91
Saudi Arabia,Riyadh,210,2,4,194330.37
Saudi Arabia,Riyadh,182,4,2,720044.89
Saudi Arabia,Riyadh,255,3,1,821054.77
Saudi Arabia,Riyadh,111,4,2,967200.17
Saudi Arabia,Riyadh,238,4,3,267759.02
Saudi Arabia,Riyadh,112,4,4,270641.65
Saudi Arabia,Riyadh,222,2,1,2135671.7
Saudi Arabia,Riyadh,214,3,3,766406.03
Saudi Arabia,Riyadh,118,2,2,456109.2
Saudi Arabia,Riyadh,193,2,1,169619.34
Saudi Arabia,Riyadh,244,1,3,2741444.7
Saudi Arabia,Riyadh,195,3,3,2073739.73
Saudi Arabia,Riyadh,105,4,2,863260.28
Saudi Arabia,Riyadh,205,2,3,234447.34
Saudi Arabia,Riyadh,131,1,3,461766.92
Saudi Arabia,Riyadh,109,1,3,93368.86
Saudi Arabia,Riyadh,216,1,2,189920.83
Saudi Arabia,Riyadh,215,2,1,801928.25
Saudi Arabia,Riyadh,127,3,3,154764.99
Saudi Arabia,Riyadh,229,4,2,481993.95
Saudi Arabia,Riyadh,111,1,4,387904.8
Saudi Arabia,Riyadh,252,1,1,283689.14
Saudi Arabia,Riyadh,215,4,1,240606.37
Saudi Arabia,Riyadh,229,1,2,202608.73
Saudi Arabia,Riyadh,225,3,4,204500.53
Saudi Arabia,Riyadh,234,2,2,441344.39
Saudi Arabia,Riyadh,131,4,1,168986.83
Saudi Arabia,Riyadh,121,1,4,1073917.73
Saudi Arabia,Riyadh,106,3,1,853389.45
Saudi Arabia,Riyadh,166,1,1,217146.9
Saudi Arabia,Riyadh,170,4,1,223558.97
Saudi Arabia,Riyadh,213,3,1,987846.13
Saudi Arabia,Riyadh,150,1,3,1628489.66
Saudi Arabia,Riyadh,222,1,3,500916.05
Saudi Arabia,Riyadh,202,2,3,184590.56
Saudi Arabia,Riyadh,100,2,2,172731.69
Saudi Arabia,Riyadh,186,2,1,541801.32
Saudi Arabia,Riyadh,121,1,1,1448785.5
Saudi Arabia,Riyadh,121,2,3,186473.94
Saudi Arabia,Riyadh,195,3,4,191883.69
Saudi Arabia,Riyadh,211,1,1,1661246.25
Saudi Arabia,Riyadh,156,3,2,213930.94
Saudi Arabia,Riyadh,241,1,3,327520.47
Saudi Arabia,Riyadh,89,4,2,267836.5
Saudi Arabia,Riyadh,140,3,2,147741.69
Saudi Arabia,Riyadh,175,3,2,610760.57
Saudi Arabia,Riyadh,123,4,3,205797.06
Saudi Arabia,Riyadh,90,4,3,87172.18
Saudi Arabia,Riyadh,231,3,1,1057344.92
Saudi Arabia,Riyadh,159,3,4,1401208.54
Saudi Arabia,Riyadh,108,1,2,525332.12
Saudi Arabia,Riyadh,279,4,1,238871.41
Saudi Arabia,Riyadh,155,3,4,177922.84
Saudi Arabia,Riyadh,148,4,1,170917.78
Saudi Arabia,Riyadh,161,4,2,232623.09
Saudi Arabia,Riyadh,266,3,3,266998.74
Saudi Arabia,Riyadh,215,4,3,228567.74
Saudi Arabia,Riyadh,185,3,2,269593.67
Saudi Arabia,Riyadh,102,4,2,155511.82
Saudi Arabia,Riyadh,191,2,4,285240.22
Saudi Arabia,Riyadh,254,1,4,958361.97
Saudi Arabia,Riyadh,120,4,3,864302.46
Saudi Arabia,Riyadh,222,1,2,1653137.95
Saudi Arabia,Riyadh,174,3,1,1388126.82
Saudi Arabia,Riyadh,239,1,2,357422.46
Saudi Arabia,Riyadh,263,2,4,596585.09
Saudi Arabia,Riyadh,179,1,2,199884.38
Saudi Arabia,Riyadh,117,3,1,314304.8
Saudi Arabia,Riyadh,155,4,3,208884.91
Saudi Arabia,Riyadh,91,2,2,104220.98
Saudi Arabia,Riyadh,191,2,2,259701.93
Saudi Arabia,Riyadh,221,1,2,264520.98
Saudi Arabia,Riyadh,152,3,2,525109.02
Saudi Arabia,Riyadh,243,2,2,322333.75
Saudi Arabia,Riyadh,156,4,2,220208.77
Saudi Arabia,Riyadh,102,2,1,379301.38
Saudi Arabia,Riyadh,109,4,4,139454.85
Saudi Arabia,Riyadh,211,1,1,223618.13
Saudi Arabia,Riyadh,283,1,1,3242653.37
Saudi Arabia,Riyadh,241,3,1,335642.07
Saudi Arabia,Riyadh,107,2,1,765488.98
Saudi Arabia,Riyadh,190,2,2,636340.93
Saudi Arabia,Riyadh,151,4,4,1485068.3
Saudi Arabia,Riyadh,91,3,1,399631.66
Saudi Arabia,Riyadh,139,1,2,139369.47
Saudi Arabia,Riyadh,235,2,2,581143.74
Saudi Arabia,Riyadh,95,4,3,832904.23
Saudi Arabia,Riyadh,176,2,4,518959.94
Saudi Arabia,Riyadh,185,4,4,450959.51
Saudi Arabia,Riyadh,224,3,4,198832.6
Saudi Arabia,Riyadh,226,1,2,363718.52
Saudi Arabia,Riyadh,105,2,4,394775.28
Saudi Arabia,Riyadh,226,1,1,494106.33
Saudi Arabia,Riyadh,89,2,2,1035735.56
Saudi Arabia,Riyadh,221,3,1,356454.9
Saudi Arabia,Riyadh,278,3,4,1058193.68
Saudi Arabia,Riyadh,159,1,1,590584.75
Saudi Arabia,Riyadh,138,2,4,111776.75
Saudi Arabia,Riyadh,253,1,2,1087630.01
Saudi Arabia,Riyadh,105,4,2,348992.87
Saudi Arabia,Riyadh,200,3,1,604543.06
Saudi Arabia,Riyadh,186,4,3,2203533.66
Saudi Arabia,Riyadh,157,3,2,594836.19
Saudi Arabia,Riyadh,152,3,3,577172.63
Saudi Arabia,Riyadh,280,1,3,395268.59
Saudi Arabia,Riyadh,245,1,4,297687.71
Saudi Arabia,Riyadh,119,4,3,467499.96
Saudi Arabia,Riyadh,220,1,3,798370.18
Saudi Arabia,Riyadh,149,1,3,306604.49
Saudi Arabia,Riyadh,226,4,1,245276.37
Saudi Arabia,Riyadh,183,3,3,198917.2
Saudi Arabia,Riyadh,172,4,2,2038732.32
Saudi Arabia,Riyadh,253,4,2,290643.04
Saudi Arabia,Riyadh,245,4,1,1214870.56
Saudi Arabia,Riyadh,123,4,1,409516.38
Saudi Arabia,Riyadh,153,2,4,725135.34
Saudi Arabia,Riyadh,143,4,4,1534645.42
Saudi Arabia,Riyadh,112,4,1,208701.25
Saudi Arabia,Riyadh,220,2,2,200073.16
Saudi Arabia,Riyadh,179,3,4,213983.6
Saudi Arabia,Riyadh,201,2,4,252875.04
Saudi Arabia,Riyadh,187,2,2,225200.57
Saudi Arabia,Riyadh,197,4,4,738318.77
Saudi Arabia,Riyadh,161,4,3,163569.41
Saudi Arabia,Riyadh,245,4,2,272502.85
Saudi Arabia,Riyadh,111,3,1,154991.24
Saudi Arabia,Riyadh,101,1,2,238047.69
Saudi Arabia,Riyadh,168,4,1,491843.44
Saudi Arabia,Riyadh,209,3,4,283040.42
Saudi Arabia,Riyadh,119,2,3,169115.28
Saudi Arabia,Riyadh,248,1,3,1023818.98
Saudi Arabia,Riyadh,223,4,2,1567997.61
Saudi Arabia,Riyadh,127,4,2,102883.05
